sam_id,address,street,city,state,zip
79174.0,"36 IVORY ST, WEST ROXBURY, MA 02132",36 IVORY ST,WEST ROXBURY,MA,02132
79175.0,"24 IVORY ST, WEST ROXBURY, MA 02132",24 IVORY ST,WEST ROXBURY,MA,02132
79176.0,"40 IVORY ST, WEST ROXBURY, MA 02132",40 IVORY ST,WEST ROXBURY,MA,02132
79177.0,"7 IVORY ST, WEST ROXBURY, MA 02132",7 IVORY ST,WEST ROXBURY,MA,02132
79178.0,"8 IVORY ST, WEST ROXBURY, MA 02132",8 IVORY ST,WEST ROXBURY,MA,02132
79185.0,"20 JACOB ST, DORCHESTER, MA 02124",20 JACOB ST,DORCHESTER,MA,02124
79186.0,"42 JACOB ST, DORCHESTER, MA 02124",42 JACOB ST,DORCHESTER,MA,02124
79189.0,,,,,
79193.0,,,,,
79195.0,,,,,
79196.0,"22 JACOB ST, DORCHESTER, MA 02124",22 JACOB ST,DORCHESTER,MA,02124
79197.0," JACOB ST, DORCHESTER, MA 02124", JACOB ST,DORCHESTER,MA,02124
79199.0,"25 JACOB ST, DORCHESTER, MA 02124",25 JACOB ST,DORCHESTER,MA,02124
79202.0,"8 JACOB ST, DORCHESTER, MA 02124",8 JACOB ST,DORCHESTER,MA,02124
79203.0,"19 JACOB ST, DORCHESTER, MA 02124",19 JACOB ST,DORCHESTER,MA,02124
79204.0,"31 JACOB ST, DORCHESTER, MA 02124",31 JACOB ST,DORCHESTER,MA,02124
79205.0,"37 JACOB ST, DORCHESTER, MA 02124",37 JACOB ST,DORCHESTER,MA,02124
79207.0,,,,,
79210.0,,,,,
79214.0,"75 JACOB ST, DORCHESTER, MA 02124",75 JACOB ST,DORCHESTER,MA,02124
79216.0,,,,,
79218.0,"52 JACOB ST, DORCHESTER, MA 02124",52 JACOB ST,DORCHESTER,MA,02124
79220.0,"6 JACOB ST, DORCHESTER, MA 02124",6 JACOB ST,DORCHESTER,MA,02124
79223.0,"59 JACOB ST, DORCHESTER, MA 02124",59 JACOB ST,DORCHESTER,MA,02124
79225.0,"60 JACOB ST, DORCHESTER, MA 02124",60 JACOB ST,DORCHESTER,MA,02124
79227.0,"62 JACOB ST, DORCHESTER, MA 02124",62 JACOB ST,DORCHESTER,MA,02124
79229.0,"64 JACOB ST, DORCHESTER, MA 02124",64 JACOB ST,DORCHESTER,MA,02124
79230.0,"57 JACOB ST, DORCHESTER, MA 02124",57 JACOB ST,DORCHESTER,MA,02124
79232.0,"41 JACOB ST, DORCHESTER, MA 02124",41 JACOB ST,DORCHESTER,MA,02124
79235.0,"17 JACOB ST, DORCHESTER, MA 02124",17 JACOB ST,DORCHESTER,MA,02124
79239.0,"16 JACQUELINE RD, WEST ROXBURY, MA 02132",16 JACQUELINE RD,WEST ROXBURY,MA,02132
79240.0,"12 JACQUELINE RD, WEST ROXBURY, MA 02132",12 JACQUELINE RD,WEST ROXBURY,MA,02132
79241.0,"8 JACQUELINE RD, WEST ROXBURY, MA 02132",8 JACQUELINE RD,WEST ROXBURY,MA,02132
79242.0,"4 JACQUELINE RD, WEST ROXBURY, MA 02132",4 JACQUELINE RD,WEST ROXBURY,MA,02132
79246.0,"10 JAEGER TE, JAMAICA PLAIN, MA 02130",10 JAEGER TE,JAMAICA PLAIN,MA,02130
79247.0,"14 JAEGER TE, JAMAICA PLAIN, MA 02130",14 JAEGER TE,JAMAICA PLAIN,MA,02130
79248.0,"15 JAEGER TER, JAMAICA PLAIN, MA 02130",15 JAEGER TER,JAMAICA PLAIN,MA,02130
79249.0,"18 JAEGER TER, JAMAICA PLAIN, MA 02130",18 JAEGER TER,JAMAICA PLAIN,MA,02130
79253.0,"5 JALLEISON ST, HYDE PARK, MA 02136",5 JALLEISON ST,HYDE PARK,MA,02136
79258.0,,,,,
79262.0,"94 JAMAICA ST, JAMAICA PLAIN, MA 02130",94 JAMAICA ST,JAMAICA PLAIN,MA,02130
79264.0,"68 JAMAICA ST, JAMAICA PLAIN, MA 02130",68 JAMAICA ST,JAMAICA PLAIN,MA,02130
79267.0,,,,,
79268.0,"32 JAMAICA ST, JAMAICA PLAIN, MA 02130",32 JAMAICA ST,JAMAICA PLAIN,MA,02130
79274.0,"37-39 JAMAICA ST, JAMAICA PLAIN, MA 02130",37-39 JAMAICA ST,JAMAICA PLAIN,MA,02130
79275.0,"28 JAMAICA ST, JAMAICA PLAIN, MA 02130",28 JAMAICA ST,JAMAICA PLAIN,MA,02130
79276.0,"40 JAMAICA ST, JAMAICA PLAIN, MA 02130",40 JAMAICA ST,JAMAICA PLAIN,MA,02130
79277.0,"61 JAMAICA ST, JAMAICA PLAIN, MA 02130",61 JAMAICA ST,JAMAICA PLAIN,MA,02130
79278.0,"86 JAMAICA ST, JAMAICA PLAIN, MA 02130",86 JAMAICA ST,JAMAICA PLAIN,MA,02130
79280.0,"95 JAMAICA ST, JAMAICA PLAIN, MA 02130",95 JAMAICA ST,JAMAICA PLAIN,MA,02130
79290.0,,,,,
79291.0,"36-38 JAMAICA ST, JAMAICA PLAIN, MA 02130",36-38 JAMAICA ST,JAMAICA PLAIN,MA,02130
79296.0,"81 JAMAICA ST, JAMAICA PLAIN, MA 02130",81 JAMAICA ST,JAMAICA PLAIN,MA,02130
79300.0,"72 JAMAICA ST, JAMAICA PLAIN, MA 02130",72 JAMAICA ST,JAMAICA PLAIN,MA,02130
79317.0,"8 JAMAICA ST, JAMAICA PLAIN, MA 02130",8 JAMAICA ST,JAMAICA PLAIN,MA,02130
79318.0,"77 JAMAICA ST, JAMAICA PLAIN, MA 02130",77 JAMAICA ST,JAMAICA PLAIN,MA,02130
79319.0,,,,,
79320.0,,,,,
79321.0,"70 JAMAICA ST, JAMAICA PLAIN, MA 02130",70 JAMAICA ST,JAMAICA PLAIN,MA,02130
79324.0,,,,,
79327.0,,,,,
79328.0,"26 JAMAICA ST, JAMAICA PLAIN, MA 02130",26 JAMAICA ST,JAMAICA PLAIN,MA,02130
79344.0,"2 JAMAICA PL, JAMAICA PLAIN, MA 02130",2 JAMAICA PL,JAMAICA PLAIN,MA,02130
79351.0,"2 JAMAICAWAY CT, JAMAICA PLAIN, MA 02130",2 JAMAICAWAY CT,JAMAICA PLAIN,MA,02130
79354.0,,,,,
79355.0,"70 JAMAICAWAY ST, JAMAICA PLAIN, MA 02130",70 JAMAICAWAY ST,JAMAICA PLAIN,MA,02130
79389.0,,,,,
79406.0,"424 JAMAICAWAY, JAMAICA PLAIN, MA 02130",424 JAMAICAWAY ,JAMAICA PLAIN,MA,02130
79408.0,"156 JAMAICAWAY ST, JAMAICA PLAIN, MA 02130",156 JAMAICAWAY ST,JAMAICA PLAIN,MA,02130
79410.0,"226 JAMAICAWAY ST, JAMAICA PLAIN, MA 02130",226 JAMAICAWAY ST,JAMAICA PLAIN,MA,02130
79418.0,"232 JAMAICAWAY, JAMAICA PLAIN, MA 02130",232 JAMAICAWAY ,JAMAICA PLAIN,MA,02130
79419.0,"234-236 JAMAICAWAY ST, JAMAICA PLAIN, MA 02130",234-236 JAMAICAWAY ST,JAMAICA PLAIN,MA,02130
79425.0,"242 JAMAICAWAY, JAMAICA PLAIN, MA 02130",242 JAMAICAWAY ,JAMAICA PLAIN,MA,02130
79429.0,,,,,
79436.0,"480 JAMAICAWAY, JAMAICA PLAIN, MA 02130",480 JAMAICAWAY ,JAMAICA PLAIN,MA,02130
79469.0,,,,,
79476.0,"217 JAMAICAWAY, JAMAICA PLAIN, MA 02130",217 JAMAICAWAY ,JAMAICA PLAIN,MA,02130
79479.0,"350 JAMAICAWAY, JAMAICA PLAIN, MA 02130",350 JAMAICAWAY ,JAMAICA PLAIN,MA,02130
79480.0,"370 JAMAICAWAY, JAMAICA PLAIN, MA 02130",370 JAMAICAWAY ,JAMAICA PLAIN,MA,02130
79481.0,"380 JAMAICAWAY, JAMAICA PLAIN, MA 02130",380 JAMAICAWAY ,JAMAICA PLAIN,MA,02130
79494.0,"414 JAMAICAWAY ST, JAMAICA PLAIN, MA 02130",414 JAMAICAWAY ST,JAMAICA PLAIN,MA,02130
79496.0,"434 JAMAICAWAY, JAMAICA PLAIN, MA 02130",434 JAMAICAWAY ,JAMAICA PLAIN,MA,02130
79497.0,,,,,
79498.0,"478 JAMAICAWAY ST, JAMAICA PLAIN, MA 02130",478 JAMAICAWAY ST,JAMAICA PLAIN,MA,02130
79499.0,,,,,
79525.0,,,,,
79526.0,,,,,
79537.0,,,,,
79543.0,"5 JAMESTOWN TER, MATTAPAN, MA 02126",5 JAMESTOWN TER,MATTAPAN,MA,02126
79544.0,"10 JAMESTOWN TER, MATTAPAN, MA 02126",10 JAMESTOWN TER,MATTAPAN,MA,02126
79545.0,"5 JAMESTOWN TE, MATTAPAN, MA 02126",5 JAMESTOWN TE,MATTAPAN,MA,02126
79546.0,"9 JAMESTOWN TE, MATTAPAN, MA 02126",9 JAMESTOWN TE,MATTAPAN,MA,02126
79551.0,"1 JARVIS PL, ROXBURY, MA 02119",1 JARVIS PL,ROXBURY,MA,02119
79553.0,"4-4H JARVIS PL, ROXBURY, MA 02119",4-4H JARVIS PL,ROXBURY,MA,02119
79555.0,,,,,
79556.0,"1 JASON TE, SOUTH BOSTON, MA 02127",1 JASON TE,SOUTH BOSTON,MA,02127
79557.0,"4 JASON TER, SOUTH BOSTON, MA 02127",4 JASON TER,SOUTH BOSTON,MA,02127
79558.0,"1 JASON TER, SOUTH BOSTON, MA 02127",1 JASON TER,SOUTH BOSTON,MA,02127
79559.0,"4 JASON TE, SOUTH BOSTON, MA 02127",4 JASON TE,SOUTH BOSTON,MA,02127
79567.0,"10 JEFFERS ST, ROSLINDALE, MA 02131",10 JEFFERS ST,ROSLINDALE,MA,02131
79568.0,"19 JEFFERS ST, ROSLINDALE, MA 02131",19 JEFFERS ST,ROSLINDALE,MA,02131
79569.0," JEFFERS ST, ROSLINDALE, MA 02131", JEFFERS ST,ROSLINDALE,MA,02131
79571.0,"2 JEFFERS ST, ROSLINDALE, MA 02131",2 JEFFERS ST,ROSLINDALE,MA,02131
79572.0,"26 JEFFERS ST, ROSLINDALE, MA 02131",26 JEFFERS ST,ROSLINDALE,MA,02131
79573.0,"21 JEFFERS ST, ROSLINDALE, MA 02131",21 JEFFERS ST,ROSLINDALE,MA,02131
79576.0,"30 JEFFERSON AV, CHARLESTOWN, MA 02129",30 JEFFERSON AV,CHARLESTOWN,MA,02129
79583.0,"9 JEFFERSON ST, BOSTON, MA 02116",9 JEFFERSON ST,BOSTON,MA,02116
79587.0,,,,,
79588.0,"2 JEFFRIES ST, EAST BOSTON, MA 02128",2 JEFFRIES ST,EAST BOSTON,MA,02128
79589.0,"14 JEFFRIES ST, EAST BOSTON, MA 02128",14 JEFFRIES ST,EAST BOSTON,MA,02128
79594.0,"42 JEFFRIES ST, EAST BOSTON, MA 02128",42 JEFFRIES ST,EAST BOSTON,MA,02128
79596.0,"15 JEFFRIES ST, EAST BOSTON, MA 02128",15 JEFFRIES ST,EAST BOSTON,MA,02128
79598.0,"9 JEFFRIES ST, EAST BOSTON, MA 02128",9 JEFFRIES ST,EAST BOSTON,MA,02128
79600.0,"56 JEFFRIES ST, EAST BOSTON, MA 02128",56 JEFFRIES ST,EAST BOSTON,MA,02128
79601.0,"30 JEFFRIES ST, EAST BOSTON, MA 02128",30 JEFFRIES ST,EAST BOSTON,MA,02128
79603.0,"52 JEFFRIES ST, EAST BOSTON, MA 02128",52 JEFFRIES ST,EAST BOSTON,MA,02128
79605.0,"53 JEFFRIES ST, EAST BOSTON, MA 02128",53 JEFFRIES ST,EAST BOSTON,MA,02128
79608.0,"48 JEFFRIES ST, EAST BOSTON, MA 02128",48 JEFFRIES ST,EAST BOSTON,MA,02128
79613.0,"21 JENKINS ST, SOUTH BOSTON, MA 02127",21 JENKINS ST,SOUTH BOSTON,MA,02127
79614.0,,,,,
79616.0,"20 JENKINS ST, SOUTH BOSTON, MA 02127",20 JENKINS ST,SOUTH BOSTON,MA,02127
79617.0,"30 JENKINS ST, SOUTH BOSTON, MA 02127",30 JENKINS ST,SOUTH BOSTON,MA,02127
79618.0,"28 JENKINS ST, SOUTH BOSTON, MA 02127",28 JENKINS ST,SOUTH BOSTON,MA,02127
79619.0,"12 JENKINS ST, SOUTH BOSTON, MA 02127",12 JENKINS ST,SOUTH BOSTON,MA,02127
79620.0,,,,,
79630.0,,,,,
79633.0,"11 JENNETT AV, WEST ROXBURY, MA 02132",11 JENNETT AV,WEST ROXBURY,MA,02132
79636.0,"10 JEROME ST, DORCHESTER, MA 02125",10 JEROME ST,DORCHESTER,MA,02125
79637.0,"12 JEROME ST, DORCHESTER, MA 02125",12 JEROME ST,DORCHESTER,MA,02125
79639.0,"18 JEROME ST, DORCHESTER, MA 02125",18 JEROME ST,DORCHESTER,MA,02125
79643.0,,,,,
79645.0,"22 JEROME ST, DORCHESTER, MA 02125",22 JEROME ST,DORCHESTER,MA,02125
79646.0,,,,,
79647.0,"4 JEROME ST, DORCHESTER, MA 02125",4 JEROME ST,DORCHESTER,MA,02125
79649.0,"14 JEROME ST, DORCHESTER, MA 02125",14 JEROME ST,DORCHESTER,MA,02125
79650.0,"7 JEROME ST, DORCHESTER, MA 02125",7 JEROME ST,DORCHESTER,MA,02125
79654.0,"9-7R JEROME ST, DORCHESTER, MA 02125",9-7R JEROME ST,DORCHESTER,MA,02125
79656.0,"115 JERSEY ST, BOSTON, MA 02215",115 JERSEY ST,BOSTON,MA,02215
79657.0,"107-111 JERSEY ST, BOSTON, MA 02215",107-111 JERSEY ST,BOSTON,MA,02215
79707.0,"2-6 JERSEY ST, BOSTON, MA 02215",2-6 JERSEY ST,BOSTON,MA,02215
79708.0,"129-131 JERSEY ST, BOSTON, MA 02215",129-131 JERSEY ST,BOSTON,MA,02215
79709.0,"130-132 JERSEY ST, BOSTON, MA 02215",130-132 JERSEY ST,BOSTON,MA,02215
79737.0,"86-82 JERSEY ST, BOSTON, MA 02215",86-82 JERSEY ST,BOSTON,MA,02215
79756.0," JERUSALEM PL, BOSTON, MA 02113",  ,BOSTON,MA,02113
79770.0,"11 JESS ST, JAMAICA PLAIN, MA 02130",11 JESS ST,JAMAICA PLAIN,MA,02130
79772.0,"5 JESS ST, JAMAICA PLAIN, MA 02130",5 JESS ST,JAMAICA PLAIN,MA,02130
79773.0,"4 JESS ST, JAMAICA PLAIN, MA 02130",4 JESS ST,JAMAICA PLAIN,MA,02130
79774.0,"15 JESS ST, JAMAICA PLAIN, MA 02130",15 JESS ST,JAMAICA PLAIN,MA,02130
79776.0,"8 JESS ST, JAMAICA PLAIN, MA 02130",8 JESS ST,JAMAICA PLAIN,MA,02130
79777.0,"9 JESS ST, JAMAICA PLAIN, MA 02130",9 JESS ST,JAMAICA PLAIN,MA,02130
79780.0,"22 JEWETT ST, ROSLINDALE, MA 02131",22 JEWETT ST,ROSLINDALE,MA,02131
79781.0,"11 JEWETT ST, ROSLINDALE, MA 02131",11 JEWETT ST,ROSLINDALE,MA,02131
79785.0,"17 JEWETT ST, ROSLINDALE, MA 02131",17 JEWETT ST,ROSLINDALE,MA,02131
79787.0,"20 JEWETT ST, ROSLINDALE, MA 02131",20 JEWETT ST,ROSLINDALE,MA,02131
79789.0,"32 JEWETT ST, ROSLINDALE, MA 02131",32 JEWETT ST,ROSLINDALE,MA,02131
79790.0,"46 JEWETT ST, ROSLINDALE, MA 02131",46 JEWETT ST,ROSLINDALE,MA,02131
79793.0,"7 JEWETT ST, ROSLINDALE, MA 02131",7 JEWETT ST,ROSLINDALE,MA,02131
79799.0,"1 JOANNE TE, DORCHESTER, MA 02124",1 JOANNE TE,DORCHESTER,MA,02124
79800.0,"10 JOANNE TE, DORCHESTER, MA 02124",10 JOANNE TE,DORCHESTER,MA,02124
79801.0,"2 JOANNE TE, DORCHESTER, MA 02124",2 JOANNE TE,DORCHESTER,MA,02124
79802.0,"1 JO-ANNE TER, DORCHESTER, MA 02124",1 JO-ANNE TER,DORCHESTER,MA,02124
79803.0,"6 JOANNE TE, DORCHESTER, MA 02124",6 JOANNE TE,DORCHESTER,MA,02124
79804.0,"9 JOANNE TE, DORCHESTER, MA 02124",9 JOANNE TE,DORCHESTER,MA,02124
79805.0,"10 JOAN RD, HYDE PARK, MA 02136",10 JOAN RD,HYDE PARK,MA,02136
79806.0,"15 JOAN RD, HYDE PARK, MA 02136",15 JOAN RD,HYDE PARK,MA,02136
79807.0,"16 JOAN RD, HYDE PARK, MA 02136",16 JOAN RD,HYDE PARK,MA,02136
79809.0,"23 JOAN RD, HYDE PARK, MA 02136",23 JOAN RD,HYDE PARK,MA,02136
79810.0,"27 JOAN RD, HYDE PARK, MA 02136",27 JOAN RD,HYDE PARK,MA,02136
79813.0,"34 JOAN RD, HYDE PARK, MA 02136",34 JOAN RD,HYDE PARK,MA,02136
79814.0,"35 JOAN RD, HYDE PARK, MA 02136",35 JOAN RD,HYDE PARK,MA,02136
79815.0,"38 JOAN RD, HYDE PARK, MA 02136",38 JOAN RD,HYDE PARK,MA,02136
79817.0,"42 JOAN RD, HYDE PARK, MA 02136",42 JOAN RD,HYDE PARK,MA,02136
79818.0,"43 JOAN RD, HYDE PARK, MA 02136",43 JOAN RD,HYDE PARK,MA,02136
79819.0,"46 JOAN RD, HYDE PARK, MA 02136",46 JOAN RD,HYDE PARK,MA,02136
79821.0,"51 JOAN RD, HYDE PARK, MA 02136",51 JOAN RD,HYDE PARK,MA,02136
79822.0,"19 JOAN RD, HYDE PARK, MA 02136",19 JOAN RD,HYDE PARK,MA,02136
79824.0,"28-30 JOHN A ANDREW ST, JAMAICA PLAIN, MA 02130",28-30 JOHN A ANDREW ST,JAMAICA PLAIN,MA,02130
79828.0,"6 JOHN A. ANDREW ST, JAMAICA PLAIN, MA 02130",6 JOHN A. ANDREW ST,JAMAICA PLAIN,MA,02130
79829.0,"34 JOHN A. ANDREW ST, JAMAICA PLAIN, MA 02130",34 JOHN A. ANDREW ST,JAMAICA PLAIN,MA,02130
79831.0,"20 JOHN A. ANDREW ST, JAMAICA PLAIN, MA 02130",20 JOHN A. ANDREW ST,JAMAICA PLAIN,MA,02130
79838.0,"32 JOHN A ANDREW ST, JAMAICA PLAIN, MA 02130",32 JOHN A ANDREW ST,JAMAICA PLAIN,MA,02130
79843.0,"15 JOHN ALDEN RD, WEST ROXBURY, MA 02132",15 JOHN ALDEN RD,WEST ROXBURY,MA,02132
79845.0," JOHN ALDEN RD, WEST ROXBURY, MA 02132",  ,WEST ROXBURY,MA,02132
79848.0,"16 JOHN ALDEN RD, WEST ROXBURY, MA 02132",16 JOHN ALDEN RD,WEST ROXBURY,MA,02132
79882.0,"30 JOHN ELIOT SQ, ROXBURY, MA 02119",30 JOHN ELIOT SQ,ROXBURY,MA,02119
79884.0,,,,,
79885.0,,,,,
79887.0,,,,,
79888.0,"4 JOHNNY CT, BOSTON, MA 02111",4 JOHNNY CT,BOSTON,MA,02111
79889.0,"6 JOHNNY CT, BOSTON, MA 02111",6 JOHNNY CT,BOSTON,MA,02111
79891.0,"8 JOHNNY CT, BOSTON, MA 02111",8 JOHNNY CT,BOSTON,MA,02111
79893.0,"2 JOHNSON AV, JAMAICA PLAIN, MA 02130",2 JOHNSON AV,JAMAICA PLAIN,MA,02130
79896.0,"53 JOHNSON ST, WEST ROXBURY, MA 02132",53 JOHNSON ST,WEST ROXBURY,MA,02132
79898.0,"85 JOHNSON ST, WEST ROXBURY, MA 02132",85 JOHNSON ST,WEST ROXBURY,MA,02132
79902.0,"23 JOHNSON ST, WEST ROXBURY, MA 02132",23 JOHNSON ST,WEST ROXBURY,MA,02132
79905.0,"63 JOHNSON ST, WEST ROXBURY, MA 02132",63 JOHNSON ST,WEST ROXBURY,MA,02132
79906.0,"33 JOHNSON ST, WEST ROXBURY, MA 02132",33 JOHNSON ST,WEST ROXBURY,MA,02132
79914.0,"14 JOHNSON ST, WEST ROXBURY, MA 02132",14 JOHNSON ST,WEST ROXBURY,MA,02132
79916.0,"49 JOHNSON ST, WEST ROXBURY, MA 02132",49 JOHNSON ST,WEST ROXBURY,MA,02132
79917.0,"56 JOHNSON ST, WEST ROXBURY, MA 02132",56 JOHNSON ST,WEST ROXBURY,MA,02132
79920.0,"38 JOHNSON ST, WEST ROXBURY, MA 02132",38 JOHNSON ST,WEST ROXBURY,MA,02132
79921.0,"59 JOHNSON ST, WEST ROXBURY, MA 02132",59 JOHNSON ST,WEST ROXBURY,MA,02132
79922.0,"58 JOHNSON ST, WEST ROXBURY, MA 02132",58 JOHNSON ST,WEST ROXBURY,MA,02132
79924.0,"64 JOHNSON ST, WEST ROXBURY, MA 02132",64 JOHNSON ST,WEST ROXBURY,MA,02132
79926.0,"15 JOHNSON ST, WEST ROXBURY, MA 02132",15 JOHNSON ST,WEST ROXBURY,MA,02132
79928.0,"29 JOHNSON ST, WEST ROXBURY, MA 02132",29 JOHNSON ST,WEST ROXBURY,MA,02132
79929.0,,,,,
79934.0,"3 JOHNSON TER, DORCHESTER, MA 02124",3 JOHNSON TER,DORCHESTER,MA,02124
79938.0,"50 JOHNSTON RD, DORCHESTER, MA 02124",50 JOHNSTON RD,DORCHESTER,MA,02124
79940.0,"55 JOHNSTON RD, DORCHESTER, MA 02124",55 JOHNSTON RD,DORCHESTER,MA,02124
79942.0," JOHNSTON RD, DORCHESTER, MA 02124", JOHNSTON RD,DORCHESTER,MA,02124
79944.0,"23 JOHNSTON RD, DORCHESTER, MA 02124",23 JOHNSTON RD,DORCHESTER,MA,02124
79946.0,"27 JOHNSTON RD, DORCHESTER, MA 02124",27 JOHNSTON RD,DORCHESTER,MA,02124
79947.0,"47 JOHNSTON RD, DORCHESTER, MA 02124",47 JOHNSTON RD,DORCHESTER,MA,02124
79953.0,"42 JOHNSTON RD, DORCHESTER, MA 02124",42 JOHNSTON RD,DORCHESTER,MA,02124
79959.0,,,,,
79960.0,"58 JOHNSTON RD, DORCHESTER, MA 02124",58 JOHNSTON RD,DORCHESTER,MA,02124
79973.0,"16 JOHNSWOOD RD, ROSLINDALE, MA 02131",16 JOHNSWOOD RD,ROSLINDALE,MA,02131
79975.0,"10 JOHNSWOOD RD, ROSLINDALE, MA 02131",10 JOHNSWOOD RD,ROSLINDALE,MA,02131
79977.0,,,,,
79979.0,"85 JOHNSWOOD RD, ROSLINDALE, MA 02131",85 JOHNSWOOD RD,ROSLINDALE,MA,02131
79980.0,"80 JOHNSWOOD RD, ROSLINDALE, MA 02131",80 JOHNSWOOD RD,ROSLINDALE,MA,02131
79981.0,"53 JOHNSWOOD RD, ROSLINDALE, MA 02131",53 JOHNSWOOD RD,ROSLINDALE,MA,02131
79982.0,"32-34 JOHNSWOOD RD, ROSLINDALE, MA 02131",32-34 JOHNSWOOD RD,ROSLINDALE,MA,02131
79983.0,"36-38 JOHNSWOOD RD, ROSLINDALE, MA 02131",36-38 JOHNSWOOD RD,ROSLINDALE,MA,02131
79986.0,,,,,
79987.0,,,,,
79991.0,,,,,
80000.0,"33 JOHNSWOOD RD, ROSLINDALE, MA 02131",33 JOHNSWOOD RD,ROSLINDALE,MA,02131
80001.0,"76 JOHNSWOOD RD, ROSLINDALE, MA 02131",76 JOHNSWOOD RD,ROSLINDALE,MA,02131
80002.0,,,,,
80003.0,"68-70 JOHNSWOOD RD, ROSLINDALE, MA 02131",68-70 JOHNSWOOD RD,ROSLINDALE,MA,02131
80006.0,,,,,
80007.0," JOHNSWOOD RD, ROSLINDALE, MA 02131", JOHNSWOOD RD,ROSLINDALE,MA,02131
80008.0,"27 JOHNSWOOD RD, ROSLINDALE, MA 02131",27 JOHNSWOOD RD,ROSLINDALE,MA,02131
80016.0,,,,,
80025.0,"36 JONES AV, DORCHESTER, MA 02124",36 JONES AV,DORCHESTER,MA,02124
80029.0,"42 JONES AV, DORCHESTER, MA 02124",42 JONES AV,DORCHESTER,MA,02124
80031.0,"44 JONES AV, DORCHESTER, MA 02124",44 JONES AV,DORCHESTER,MA,02124
80035.0,,,,,
80038.0,"50 JONES AV, DORCHESTER, MA 02124",50 JONES AV,DORCHESTER,MA,02124
80042.0,"165-167 JORDAN RD, BROOKLINE, MA 02446",165-167 JORDAN RD,BROOKLINE,MA,02446
80043.0,"10-12 JOSEPH ST, DORCHESTER, MA 02124",10-12 JOSEPH ST,DORCHESTER,MA,02124
80048.0,,,,,
80053.0,"28 JOSEPHINE ST, DORCHESTER, MA 02122",28 JOSEPHINE ST,DORCHESTER,MA,02122
80062.0,,,,,
80063.0,"24 JOSEPHINE ST, DORCHESTER, MA 02122",24 JOSEPHINE ST,DORCHESTER,MA,02122
80066.0,,,,,
80068.0,"10 JOSEPHINE ST, DORCHESTER, MA 02122",10 JOSEPHINE ST,DORCHESTER,MA,02122
80072.0," JOSEPHINE ST, DORCHESTER, MA 02122", JOSEPHINE ST,DORCHESTER,MA,02122
80082.0,"22 JOY ST, BOSTON, MA 02114",22 JOY ST,BOSTON,MA,02114
80083.0,"14 JOY ST, BOSTON, MA 02114",14 JOY ST,BOSTON,MA,02114
80088.0,"36 JOY ST, BOSTON, MA 02114",36 JOY ST,BOSTON,MA,02114
80089.0,"17 JOY ST, BOSTON, MA 02114",17 JOY ST,BOSTON,MA,02114
80093.0,"8 JOY ST, BOSTON, MA 02108",8 JOY ST,BOSTON,MA,02108
80094.0,"79 JOY ST, BOSTON, MA 02114",79 JOY ST,BOSTON,MA,02114
80098.0,"19 JOY ST, BOSTON, MA 02114",19 JOY ST,BOSTON,MA,02114
80099.0,"1A JOY ST, BOSTON, MA 02108",1A JOY ST,BOSTON,MA,02108
80103.0,"12 JOY ST, BOSTON, MA 02114",12 JOY ST,BOSTON,MA,02114
80104.0,,,,,
80108.0,,,,,
80109.0,"21-23 JOY ST, BOSTON, MA 02114",21-23 JOY ST,BOSTON,MA,02114
80114.0,,,,,
80120.0,"25 JOY ST, BOSTON, MA 02114",25 JOY ST,BOSTON,MA,02114
80121.0,"4 JOY ST, BOSTON, MA 02108",4 JOY ST,BOSTON,MA,02108
80122.0,"32-34 JOY ST, BOSTON, MA 02114",32-34 JOY ST,BOSTON,MA,02114
80123.0,"6 JOY ST, BOSTON, MA 02108",6 JOY ST,BOSTON,MA,02108
80151.0,"1 JOY ST, BOSTON, MA 02108",1 JOY ST,BOSTON,MA,02108
80152.0,"42-38 JOY ST, BOSTON, MA 02114",42-38 JOY ST,BOSTON,MA,02114
80158.0,"42 JOY ST, BOSTON, MA 02114",42 JOY ST,BOSTON,MA,02114
80159.0,,,,,
80162.0,"84 JOY ST, BOSTON, MA 02114",84 JOY ST,BOSTON,MA,02114
80169.0,"46 JOY ST, BOSTON, MA 02114",46 JOY ST,BOSTON,MA,02114
80185.0,,,,,
80190.0,"63-65 JOY ST, BOSTON, MA 02114",63-65 JOY ST,BOSTON,MA,02114
80192.0,"9 JOY ST, BOSTON, MA 02114",9 JOY ST,BOSTON,MA,02114
80193.0,"72 JOY ST, BOSTON, MA 02114",72 JOY ST,BOSTON,MA,02114
80194.0,"71-75 JOY ST, BOSTON, MA 02114",71-75 JOY ST,BOSTON,MA,02114
80195.0,"74 JOY ST, BOSTON, MA 02114",74 JOY ST,BOSTON,MA,02114
80198.0,"38 JOY ST, BOSTON, MA 02114",38 JOY ST,BOSTON,MA,02114
80207.0,"1 JOYCE RD, HYDE PARK, MA 02136",1 JOYCE RD,HYDE PARK,MA,02136
80208.0,"10 JOYCE RD, MATTAPAN, MA 02126",10 JOYCE RD,MATTAPAN,MA,02126
80209.0,"13 JOYCE RD, HYDE PARK, MA 02136",13 JOYCE RD,HYDE PARK,MA,02136
80210.0,"14 JOYCE RD, HYDE PARK, MA 02136",14 JOYCE RD,HYDE PARK,MA,02136
80211.0,"17 JOYCE RD, MATTAPAN, MA 02126",17 JOYCE RD,MATTAPAN,MA,02126
